,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
6990,Manhattan,40.74908,-73.98095,Entire home/apt,170,30,0.03,142
3546,Queens,40.76287,-73.88367,Entire home/apt,120,3,1.73,300
30285,Brooklyn,40.67928,-73.97069,Entire home/apt,450,3,0.0,31
14373,Brooklyn,40.69647,-73.97681,Entire home/apt,120,20,0.16,58
14039,Manhattan,40.76037,-73.99085,Entire home/apt,115,30,0.1,341
10590,Brooklyn,40.59813,-73.95432,Shared room,37,1,1.58,354
3580,Queens,40.75664,-73.79975,Private room,95,2,0.06,267
28959,Brooklyn,40.70769,-73.96257,Entire home/apt,150,2,0.0,235
18852,Queens,40.7335,-73.87571,Private room,149,2,0.46,340
29839,Manhattan,40.74638,-73.99094000000002,Entire home/apt,125,30,0.0,245
3879,Brooklyn,40.7255,-73.9409,Entire home/apt,129,30,0.02,300
4368,Queens,40.75202,-73.93588000000003,Shared room,65,4,0.11,1
4555,Brooklyn,40.7043,-73.98666999999998,Entire home/apt,189,2,3.33,235
23774,Queens,40.76734,-73.93267,Entire home/apt,90,3,2.96,251
469,Manhattan,40.79816,-73.9619,Entire home/apt,300,2,0.47,31
1135,Manhattan,40.77563,-73.98065,Entire home/apt,165,30,0.34,128
12568,Manhattan,40.77727,-73.98127,Entire home/apt,250,3,1.1,237
10613,Manhattan,40.79677,-73.94823000000002,Private room,105,2,2.79,117
6525,Manhattan,40.71377,-73.99311,Entire home/apt,190,2,2.72,78
14323,Queens,40.76818,-73.9278,Private room,40,1,6.64,343
15475,Manhattan,40.78941,-73.97166999999997,Entire home/apt,145,7,0.55,80
22047,Queens,40.79118,-73.84766,Entire home/apt,150,2,0.95,336
22868,Brooklyn,40.65051,-73.95586,Private room,35,4,1.17,20
18582,Brooklyn,40.68351,-73.88448000000002,Entire home/apt,89,2,1.48,180
11802,Brooklyn,40.68017,-73.95182,Entire home/apt,150,1,4.96,185
18294,Manhattan,40.71536,-73.98951,Entire home/apt,110,5,0.28,1
4972,Manhattan,40.76877,-73.9846,Entire home/apt,87,30,0.1,275
18347,Manhattan,40.76196,-73.98536,Entire home/apt,280,30,0.36,218
17458,Manhattan,40.791,-73.97545,Entire home/apt,125,2,3.79,2
6604,Brooklyn,40.68632,-73.98796,Entire home/apt,99,1,3.2,363
13427,Manhattan,40.78602,-73.94977,Private room,100,3,3.06,34
29806,Bronx,40.82093,-73.91279,Entire home/apt,125,2,0.0,207
9191,Brooklyn,40.68489,-73.95203000000002,Private room,55,6,0.54,179
4672,Brooklyn,40.65507,-73.95824,Entire home/apt,120,1,5.51,187
13863,Queens,40.76962,-73.74795,Private room,65,2,0.98,89
21751,Brooklyn,40.69346,-73.99814,Entire home/apt,125,2,1.09,47
27869,Manhattan,40.71089,-73.99671,Entire home/apt,109,1,6.0,6
20816,Brooklyn,40.61954,-73.91133,Entire home/apt,85,5,2.24,305
27482,Brooklyn,40.64932,-73.98018,Entire home/apt,90,1,7.17,3
9481,Manhattan,40.74461,-73.992,Entire home/apt,129,30,0.0,349
19521,Brooklyn,40.70904,-73.95198,Private room,200,3,0.53,85
21864,Manhattan,40.75973,-73.99574,Entire home/apt,291,30,0.0,189
349,Manhattan,40.7463,-73.97926,Private room,130,4,1.07,193
18272,Brooklyn,40.7109,-73.96478,Private room,109,30,3.72,365
16540,Manhattan,40.74651,-73.97868000000003,Entire home/apt,125,30,0.5,342
3975,Brooklyn,40.68687,-73.94518000000002,Entire home/apt,129,2,3.14,285
17639,Brooklyn,40.71657,-73.9595,Entire home/apt,350,5,0.09,117
7045,Queens,40.6896,-73.80445999999998,Entire home/apt,179,1,2.67,324
27969,Brooklyn,40.68406,-73.93966999999998,Entire home/apt,300,2,0.0,87
18043,Bronx,40.81639000000001,-73.81954,Private room,60,1,1.09,35
17513,Manhattan,40.83373,-73.94181999999998,Private room,88,1,1.38,90
12410,Brooklyn,40.68153,-73.9538,Entire home/apt,200,7,0.33,355
26879,Manhattan,40.75679,-73.98725999999998,Private room,100,1,2.0,300
30363,Brooklyn,40.69283,-73.90481,Private room,55,29,0.0,66
8264,Manhattan,40.77736,-73.95144,Private room,90,30,2.08,246
19818,Manhattan,40.82714,-73.93888000000003,Private room,89,3,1.56,179
28738,Manhattan,40.73325,-74.00583,Entire home/apt,200,3,0.0,294
18430,Manhattan,40.81523,-73.9463,Private room,75,2,0.55,68
7628,Brooklyn,40.68205,-73.94469000000002,Entire home/apt,85,2,0.98,190
14967,Manhattan,40.76285,-73.98728,Private room,105,1,0.11,89
11378,Brooklyn,40.64041,-73.95674,Private room,60,2,0.0,175
23703,Manhattan,40.8167,-73.94421,Private room,300,2,0.7,76
21151,Brooklyn,40.68135,-73.92121999999998,Entire home/apt,125,3,1.6,361
1584,Manhattan,40.78558,-73.97251,Entire home/apt,172,30,0.08,346
5014,Brooklyn,40.68517,-73.9369,Private room,30,1,3.34,165
6330,Brooklyn,40.7074,-73.94063,Private room,59,3,1.3,119
20727,Brooklyn,40.70156,-73.91913000000002,Private room,50,30,0.0,268
6824,Brooklyn,40.6502,-73.95509,Private room,39,7,0.17,278
14505,Manhattan,40.7548,-73.96966,Entire home/apt,193,2,3.84,105
14886,Brooklyn,40.64017,-73.9105,Entire home/apt,290,3,0.39,364
7492,Queens,40.70679000000001,-73.91691999999998,Entire home/apt,118,2,3.77,337
23407,Manhattan,40.81633,-73.96069,Private room,50,2,3.6,2
26960,Manhattan,40.76581,-73.9835,Private room,100,1,0.0,309
25614,Brooklyn,40.66172,-73.99387,Private room,75,2,0.0,88
24012,Manhattan,40.75629,-73.96548,Entire home/apt,135,30,0.0,332
10018,Brooklyn,40.67855,-74.00075,Private room,79,2,2.24,45
4803,Brooklyn,40.67681,-73.97535,Entire home/apt,450,6,0.24,2
7915,Brooklyn,40.65722,-73.9793,Entire home/apt,61,1,2.38,246
12919,Brooklyn,40.62468,-73.94532,Private room,46,2,0.17,4
15360,Brooklyn,40.6886,-73.92936999999998,Entire home/apt,130,4,3.66,41
23572,Brooklyn,40.66779,-73.91676,Private room,70,2,0.64,325
15856,Bronx,40.87993,-73.87195,Private room,50,3,1.16,326
25396,Manhattan,40.76485,-73.99229,Entire home/apt,799,2,2.38,247
13476,Brooklyn,40.73227,-73.95149,Entire home/apt,496,3,0.92,313
8464,Manhattan,40.72838,-73.99899,Entire home/apt,200,7,1.03,205
26475,Brooklyn,40.67978,-73.96231,Entire home/apt,335,2,1.0,365
23996,Manhattan,40.74101,-73.99471,Entire home/apt,215,2,2.55,128
20774,Brooklyn,40.71526,-73.94986999999998,Private room,90,2,0.33,193
30327,Brooklyn,40.72673,-73.95223,Private room,75,3,0.0,23
16614,Brooklyn,40.69571,-73.93144000000002,Entire home/apt,240,3,3.44,243
27743,Brooklyn,40.67834000000001,-73.96598,Entire home/apt,175,2,5.45,3
1043,Brooklyn,40.71455,-73.93739000000002,Entire home/apt,400,3,0.17,83
2261,Brooklyn,40.69366,-73.92281,Entire home/apt,89,4,1.76,18
26860,Bronx,40.88649,-73.85889,Private room,37,1,6.21,315
23762,Brooklyn,40.71045,-73.93826,Private room,60,2,4.14,355
19965,Brooklyn,40.67644,-73.91078,Entire home/apt,110,2,0.82,7
19734,Queens,40.74474,-73.90314000000002,Private room,47,30,0.0,1
1253,Brooklyn,40.69254,-73.91091999999998,Private room,45,2,0.95,167
2941,Queens,40.7576,-73.92698,Entire home/apt,130,4,0.82,170
29346,Brooklyn,40.69414,-73.94073,Private room,70,3,1.0,65
18573,Queens,40.77214,-73.89169,Private room,52,1,3.38,353
28730,Manhattan,40.7132,-73.99103000000002,Entire home/apt,165,3,0.0,71
21174,Manhattan,40.76201,-73.97635,Entire home/apt,505,2,0.0,152
13958,Brooklyn,40.66282,-73.95128000000003,Entire home/apt,235,2,3.64,121
29834,Manhattan,40.81842,-73.9391,Private room,42,2,0.0,14
11245,Brooklyn,40.68409000000001,-73.94154,Entire home/apt,245,3,1.19,60
17669,Brooklyn,40.69061,-73.95345,Entire home/apt,200,1,2.39,69
24900,Manhattan,40.82576,-73.94861,Private room,73,2,3.72,35
14711,Brooklyn,40.6779,-73.98459,Private room,139,1,2.85,337
18075,Queens,40.70527,-73.90083,Private room,69,2,1.92,16
23507,Manhattan,40.74661,-73.97195,Private room,90,7,1.06,8
10451,Brooklyn,40.70729,-73.93129,Entire home/apt,175,2,1.43,3
20400,Manhattan,40.80423,-73.96334,Private room,75,1,2.74,8
9005,Bronx,40.88393,-73.90639,Private room,50,2,0.4,26
12982,Manhattan,40.76621,-73.98516,Entire home/apt,279,1,5.73,174
19186,Manhattan,40.81758,-73.94188,Private room,65,2,2.06,275
11473,Queens,40.77411,-73.92730999999998,Private room,53,5,1.76,5
21503,Manhattan,40.80447,-73.95589,Private room,63,30,0.0,364
18408,Brooklyn,40.6597,-73.94863000000002,Entire home/apt,200,2,0.34,11
10481,Brooklyn,40.67831,-73.98358,Private room,169,1,1.09,364
24747,Manhattan,40.7269,-73.98368,Entire home/apt,128,4,2.0,16
19627,Queens,40.71959,-73.78849,Private room,57,1,0.66,65
29793,Manhattan,40.75258,-73.97111,Private room,134,30,0.0,365
17591,Manhattan,40.76018,-73.9608,Entire home/apt,117,30,0.0,339
17910,Brooklyn,40.6867,-73.9612,Private room,59,4,0.87,156
20126,Queens,40.76267,-73.90555,Entire home/apt,149,2,3.89,362
10372,Brooklyn,40.71026,-73.94744,Entire home/apt,145,3,1.36,5
25809,Bronx,40.87724,-73.85047,Private room,56,2,3.24,70
14719,Brooklyn,40.69355,-73.95196999999997,Entire home/apt,90,2,2.18,52
16379,Brooklyn,40.6469,-73.90021999999998,Private room,54,1,4.19,319
3640,Brooklyn,40.70974,-73.95612,Private room,89,2,0.52,219
3606,Manhattan,40.82035,-73.95529,Private room,99,1,1.31,361
30545,Queens,40.70585,-73.91298,Private room,35,30,0.0,44
27168,Brooklyn,40.59842,-73.95666999999997,Shared room,20,2,0.77,342
19966,Brooklyn,40.69272,-73.93807,Private room,53,2,2.93,337
6215,Brooklyn,40.71871,-73.95862,Entire home/apt,285,2,1.2,13
20537,Manhattan,40.77123,-73.9549,Entire home/apt,175,2,1.23,6
1390,Brooklyn,40.70234,-73.92424,Entire home/apt,800,1,0.45,365
11784,Manhattan,40.76534,-73.9894,Private room,65,5,1.2,54
26505,Manhattan,40.85015,-73.93863,Private room,70,1,4.93,97
28763,Manhattan,40.7665,-73.98578,Entire home/apt,178,3,2.0,22
1241,Queens,40.76605,-73.92922,Private room,80,2,0.89,364
15429,Bronx,40.88007,-73.87326,Private room,50,5,0.26,324
28557,Brooklyn,40.72194,-73.94332,Entire home/apt,400,3,0.0,358
29659,Manhattan,40.75836,-73.96289,Entire home/apt,135,30,0.0,99
15785,Manhattan,40.85197,-73.94074,Private room,75,3,1.47,138
14343,Brooklyn,40.67271,-73.89071,Private room,55,30,0.0,364
4993,Manhattan,40.82337,-73.94529,Entire home/apt,155,5,0.44,362
13861,Manhattan,40.77112,-73.96226,Entire home/apt,239,7,3.76,185
10109,Brooklyn,40.65237,-73.97365,Entire home/apt,90,7,0.05,210
3272,Manhattan,40.80493,-73.95676999999998,Entire home/apt,215,1,1.8,47
233,Manhattan,40.71702,-73.99811,Entire home/apt,90,14,0.16,14
3296,Manhattan,40.74977,-73.99647,Private room,85,1,3.48,342
12784,Manhattan,40.74204,-73.99899,Entire home/apt,275,3,0.86,106
29280,Manhattan,40.72065,-73.98733,Entire home/apt,280,2,0.0,17
30139,Queens,40.59947,-73.76468,Private room,55,1,0.0,170
4942,Manhattan,40.75621,-73.96802,Entire home/apt,85,30,0.12,342
11203,Queens,40.75832,-73.91448000000003,Private room,47,15,0.83,31
2089,Manhattan,40.71908,-73.99976,Entire home/apt,150,1,0.03,207
7340,Bronx,40.8506,-73.90231,Entire home/apt,109,3,1.51,58
30563,Brooklyn,40.6878,-73.98145,Entire home/apt,235,10,0.0,64
21582,Manhattan,40.75459,-73.96566,Entire home/apt,714,28,0.0,257
14200,Brooklyn,40.69242,-73.90441,Private room,60,30,0.24,141
14074,Brooklyn,40.71789,-73.9579,Entire home/apt,345,1,3.64,243
2427,Manhattan,40.79629,-73.94769000000002,Private room,85,2,0.53,288
20685,Brooklyn,40.69033,-73.9931,Entire home/apt,150,5,0.16,35
12980,Brooklyn,40.67051,-73.95166,Private room,60,2,2.04,328
10686,Brooklyn,40.68606,-73.92356,Entire home/apt,150,2,0.24,37
10405,Bronx,40.85711,-73.86474,Private room,45,5,0.98,318
29027,Brooklyn,40.69463,-73.92707,Entire home/apt,475,1,1.0,9
25370,Manhattan,40.70464000000001,-74.0164,Entire home/apt,134,15,1.0,2
24119,Manhattan,40.76188,-73.99925,Entire home/apt,250,30,0.0,342
8292,Manhattan,40.74556,-73.98541999999998,Entire home/apt,219,30,0.0,343
7202,Brooklyn,40.68379,-73.9405,Private room,55,1,0.06,365
14603,Manhattan,40.76387,-73.98056,Entire home/apt,398,2,0.0,243
22584,Manhattan,40.85573,-73.93987,Entire home/apt,140,2,1.89,122
26412,Brooklyn,40.67648,-73.93881,Private room,33,30,0.0,45
13665,Manhattan,40.74578,-73.97595,Entire home/apt,435,5,0.32,22
22818,Manhattan,40.82584,-73.95024000000002,Private room,295,1,0.76,89
12285,Manhattan,40.75775,-73.96132,Entire home/apt,350,30,0.0,364
5806,Brooklyn,40.70866,-73.94122,Private room,70,4,0.21,364
10627,Manhattan,40.72747,-73.9969,Entire home/apt,240,3,0.56,45
27374,Brooklyn,40.65556,-73.95674,Entire home/apt,120,2,4.09,152
22539,Brooklyn,40.71158,-73.96162,Entire home/apt,250,3,2.35,271
8450,Brooklyn,40.68378,-73.94118,Entire home/apt,155,2,2.5,218
26147,Brooklyn,40.67052,-73.95612,Private room,70,1,2.67,153
13040,Manhattan,40.78182,-73.97915,Private room,120,1,5.94,231
30175,Queens,40.75138,-73.81515,Private room,35,1,0.0,358
3155,Manhattan,40.81198,-73.9437,Private room,80,1,4.36,227
12222,Queens,40.70388,-73.88011999999998,Entire home/apt,100,2,5.33,3
10166,Queens,40.72712,-73.8308,Entire home/apt,105,3,0.12,1
29510,Brooklyn,40.62585,-73.9392,Entire home/apt,300,4,0.0,163
24764,Brooklyn,40.68671,-73.93885999999998,Entire home/apt,120,4,2.29,126
24438,Manhattan,40.75781,-73.98903,Private room,499,1,0.0,293
2825,Manhattan,40.74311,-74.00718,Entire home/apt,275,30,0.03,365
26521,Manhattan,40.74895,-73.99651999999998,Entire home/apt,380,14,1.8,321
19073,Brooklyn,40.71652,-73.94809000000002,Private room,120,1,1.55,85
7190,Brooklyn,40.71156,-73.96343,Entire home/apt,319,3,1.84,112
1739,Brooklyn,40.67678,-73.96692,Entire home/apt,189,3,2.36,265
907,Brooklyn,40.68549,-73.94724000000002,Private room,49,2,0.54,301
17578,Manhattan,40.72786,-74.005,Entire home/apt,175,5,2.01,36
30592,Brooklyn,40.71052,-73.95149,Private room,60,2,0.0,134
28647,Brooklyn,40.69617,-73.97532,Private room,48,30,0.0,341
2842,Bronx,40.86646,-73.82154,Private room,80,3,0.03,365
12070,Manhattan,40.75023,-73.97664,Entire home/apt,195,30,0.05,365
23322,Manhattan,40.73588,-74.00474,Entire home/apt,236,30,0.0,273
19413,Manhattan,40.78517,-73.97672,Entire home/apt,150,5,0.41,53
26195,Manhattan,40.79787,-73.93568,Private room,90,2,2.43,175
2532,Brooklyn,40.68637,-73.9417,Entire home/apt,151,2,0.65,220
25398,Manhattan,40.72735,-73.98917,Private room,62,30,0.0,325
22440,Brooklyn,40.66062,-73.94298,Entire home/apt,599,2,0.35,110
30451,Manhattan,40.7338,-73.97972,Private room,70,1,0.0,270
8569,Manhattan,40.72079,-73.98965,Private room,175,1,3.19,19
6791,Brooklyn,40.59878,-73.95425,Shared room,35,1,2.45,352
19070,Brooklyn,40.64408,-73.96979,Private room,55,2,2.64,68
9432,Manhattan,40.82483,-73.95394,Private room,41,14,0.75,6
19871,Brooklyn,40.65245,-73.93751999999998,Private room,53,30,0.0,346
25664,Manhattan,40.76436,-73.99153000000003,Shared room,60,1,6.82,348
18363,Brooklyn,40.69206,-73.94072,Shared room,30,1,3.99,84
18041,Manhattan,40.71106,-74.0157,Entire home/apt,91,28,0.41,47
29486,Manhattan,40.7441,-73.97683,Entire home/apt,170,30,0.0,213
27047,Manhattan,40.70622,-74.01651,Private room,100,1,0.0,359
16358,Brooklyn,40.67791,-73.92879,Entire home/apt,103,30,2.91,139
17461,Bronx,40.84787,-73.86176999999998,Entire home/apt,107,1,3.63,8
6840,Brooklyn,40.68589,-73.91486,Private room,60,1,0.4,205
28641,Brooklyn,40.69611,-73.97542,Private room,48,30,0.0,333
21652,Manhattan,40.76732,-73.95179,Entire home/apt,150,1,0.59,49
24887,Queens,40.58891,-73.80181,Private room,50,1,0.67,179
3098,Brooklyn,40.70921,-73.95178,Private room,64,3,0.77,282
8378,Queens,40.76672,-73.92769,Private room,95,4,1.19,93
1599,Brooklyn,40.66162,-73.97994,Entire home/apt,195,7,1.39,94
25097,Brooklyn,40.64997,-74.00626,Entire home/apt,135,2,5.19,266
11512,Brooklyn,40.67089,-73.9182,Private room,39,1,2.99,220
30265,Brooklyn,40.65012,-74.00867,Private room,30,7,0.0,190
2556,Brooklyn,40.69472,-73.92874,Private room,65,3,1.37,305
9817,Brooklyn,40.69804,-73.92815999999998,Private room,51,1,1.35,351
5918,Brooklyn,40.68917,-73.92900999999998,Private room,69,1,6.23,68
20230,Manhattan,40.73551,-73.98546,Entire home/apt,350,2,3.27,65
5441,Brooklyn,40.66743,-73.94712,Private room,58,7,1.01,81
13934,Manhattan,40.7613,-73.99155,Private room,155,1,2.72,304
24839,Manhattan,40.76448,-73.98895,Shared room,75,1,5.17,365
10087,Manhattan,40.78857,-73.94951999999998,Private room,100,3,0.66,188
2317,Manhattan,40.73285,-73.98245,Entire home/apt,400,2,0.63,190
7114,Manhattan,40.79544,-73.96736,Entire home/apt,140,30,0.06,244
870,Brooklyn,40.65854,-73.98384,Entire home/apt,300,2,0.39,23
25030,Manhattan,40.73644,-73.98097,Entire home/apt,215,1,0.3,188
1457,Brooklyn,40.69132000000001,-73.94205,Shared room,50,3,0.2,365
6275,Manhattan,40.70867,-74.0003,Private room,100,15,0.06,313
16027,Manhattan,40.75015,-73.98651,Entire home/apt,200,30,0.0,365
7925,Manhattan,40.76016,-73.9691,Entire home/apt,139,2,3.66,154
1224,Brooklyn,40.67652,-73.9614,Private room,61,2,4.16,320
6533,Manhattan,40.72201,-73.98775,Entire home/apt,175,3,1.86,51
6386,Brooklyn,40.68757,-73.93032,Entire home/apt,70,2,1.77,274
17087,Brooklyn,40.63404,-74.0072,Private room,60,1,1.52,177
5603,Brooklyn,40.66892,-73.99136,Entire home/apt,165,3,3.7,134
22927,Manhattan,40.72722,-73.98383000000003,Entire home/apt,210,7,0.0,235
22125,Manhattan,40.72531,-73.97973,Private room,105,2,0.0,8
8391,Brooklyn,40.65742,-73.92385,Entire home/apt,85,1,3.09,18
21315,Brooklyn,40.68632,-73.96292,Entire home/apt,450,2,0.66,11
1808,Brooklyn,40.68272,-73.92885,Entire home/apt,99,3,0.97,270
5450,Brooklyn,40.69454,-73.99499,Entire home/apt,125,1,0.0,24
774,Brooklyn,40.7093,-73.96484,Private room,123,3,3.09,158
8638,Queens,40.74428,-73.90898,Private room,65,1,1.11,278
24431,Manhattan,40.74845,-73.99257,Private room,100,1,7.67,315
10476,Queens,40.75465,-73.77360999999998,Private room,30,15,0.99,142
5106,Brooklyn,40.7105,-73.9451,Private room,99,4,1.25,307
30596,Manhattan,40.82179,-73.95522,Entire home/apt,170,1,0.0,78
17295,Manhattan,40.74326,-74.00278,Entire home/apt,179,3,2.06,54
7238,Brooklyn,40.67895,-73.92851,Entire home/apt,125,3,3.27,316
21137,Manhattan,40.79481,-73.96437,Private room,84,6,0.37,6
29702,Brooklyn,40.71109000000001,-73.96191,Entire home/apt,100,2,1.0,296
9416,Brooklyn,40.70774,-73.94819,Private room,120,2,4.54,68
13772,Bronx,40.87759000000001,-73.88459,Private room,42,2,0.27,62
22017,Manhattan,40.75523,-73.99709,Private room,199,1,2.32,347
20186,Brooklyn,40.68252,-73.91165,Private room,55,3,0.16,89
15422,Queens,40.77253,-73.82467,Private room,140,2,0.81,57
9234,Manhattan,40.7334,-74.00546,Entire home/apt,229,2,0.09,67
20388,Queens,40.77945,-73.82029,Private room,35,1,3.87,86
18990,Manhattan,40.72658,-73.97753,Entire home/apt,158,2,3.07,18
2027,Queens,40.72638,-73.85852,Private room,35,4,1.07,5
15179,Manhattan,40.76075,-73.99837,Entire home/apt,1500,30,0.0,87
11269,Brooklyn,40.7141,-73.95064,Private room,70,28,1.01,303
3982,Brooklyn,40.63395,-73.94771999999998,Entire home/apt,100,2,0.11,363
29465,Manhattan,40.81436,-73.95399,Private room,119,3,0.0,5
9072,Queens,40.68904000000001,-73.85051999999997,Entire home/apt,71,1,4.34,173
10352,Brooklyn,40.62876,-73.92203,Private room,34,2,3.14,70
5467,Brooklyn,40.66664,-73.99348,Private room,80,2,0.52,189
13630,Brooklyn,40.71253,-73.96123,Private room,150,2,0.0,36
26087,Manhattan,40.70714,-74.01208000000003,Entire home/apt,256,2,2.79,292
15017,Manhattan,40.72486,-73.98241,Entire home/apt,140,30,0.22,190
15308,Manhattan,40.71774,-73.99056999999998,Entire home/apt,140,3,1.91,11
20306,Brooklyn,40.64116,-73.88346,Entire home/apt,125,3,0.43,85
4482,Manhattan,40.82415,-73.94113,Private room,100,2,0.0,364
4902,Manhattan,40.74725,-73.97431,Entire home/apt,168,30,0.25,58
5739,Manhattan,40.85159,-73.94036,Entire home/apt,150,1,1.18,358
23710,Manhattan,40.75947,-73.99195999999998,Private room,150,2,3.59,16
4110,Brooklyn,40.68589,-73.93285999999998,Entire home/apt,500,1,0.02,362
28542,Bronx,40.86066,-73.89883,Private room,149,1,0.0,363
8341,Queens,40.68723,-73.78791,Private room,40,1,0.42,335
14504,Brooklyn,40.61497,-74.00531,Private room,65,2,1.55,305
4886,Brooklyn,40.71151,-73.95339,Entire home/apt,245,5,0.63,305
28071,Manhattan,40.7642,-73.98035,Private room,399,1,6.0,346
24631,Manhattan,40.7494,-73.9784,Entire home/apt,220,30,1.94,135
3801,Manhattan,40.77065,-73.95064,Entire home/apt,94,30,0.26,309
8706,Brooklyn,40.68015,-73.90504,Entire home/apt,85,1,5.85,62
5365,Manhattan,40.78968,-73.94202,Private room,80,1,0.82,306
2787,Manhattan,40.70933,-74.00381,Private room,169,8,0.24,60
3507,Manhattan,40.72695,-73.98617,Entire home/apt,200,3,1.33,336
14264,Manhattan,40.80169,-73.95154000000002,Private room,80,3,1.64,39
5986,Manhattan,40.80577,-73.94708,Private room,120,2,0.25,263
11745,Manhattan,40.82205,-73.95335,Private room,80,2,0.69,55
1690,Brooklyn,40.69305,-73.90398,Entire home/apt,125,2,1.55,365
30210,Manhattan,40.75987,-73.99615,Private room,125,2,0.0,41
5249,Brooklyn,40.67679,-73.96502,Entire home/apt,175,4,0.79,286
28816,Brooklyn,40.68603,-73.92005999999998,Entire home/apt,120,3,1.0,9
20088,Brooklyn,40.63376,-74.00698,Private room,60,1,1.0,177
28063,Queens,40.68959,-73.73733,Entire home/apt,160,2,4.17,151
23237,Brooklyn,40.64359,-74.01358,Private room,49,1,1.67,164
4647,Brooklyn,40.64321,-73.98294,Private room,52,3,0.15,27
5939,Brooklyn,40.69542,-73.93258,Private room,65,2,0.11,4
26875,Manhattan,40.75745,-73.98595999999998,Private room,100,1,4.04,296
10019,Brooklyn,40.57505,-74.00161,Private room,95,1,2.44,163
11092,Manhattan,40.72537,-73.97878,Private room,65,2,5.07,18
30078,Brooklyn,40.69206,-73.92282,Entire home/apt,80,1,0.0,13
28947,Manhattan,40.74399,-73.97204,Entire home/apt,200,30,0.0,365
15289,Brooklyn,40.71614,-73.94456,Entire home/apt,105,5,0.53,8
8195,Brooklyn,40.69021,-73.92206999999998,Private room,79,2,1.52,127
