,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
34280,Brooklyn,40.69279,-73.91423,Entire home/apt,110,2,21,2.96,1,13
36229,Brooklyn,40.63867,-73.96571,Entire home/apt,95,6,1,0.12,1,0
18818,Brooklyn,40.71865,-73.96392,Entire home/apt,249,2,43,1.27,1,38
32644,Manhattan,40.79468,-73.9647,Private room,98,2,48,3.95,4,238
1079,Brooklyn,40.68881,-73.95405,Private room,59,21,6,0.07,3,0
29925,Brooklyn,40.68209,-73.92015,Entire home/apt,50,5,9,0.52,1,0
2113,Manhattan,40.72726,-73.97573,Private room,75,3,51,0.7,1,127
24133,Manhattan,40.775940000000006,-73.94461,Private room,100,1,51,2.11,1,172
29056,Queens,40.68804,-73.80564,Private room,59,1,21,1.53,3,348
26779,Manhattan,40.77398,-73.95109000000001,Entire home/apt,170,2,51,2.44,1,33
6969,Brooklyn,40.70213,-73.91471999999999,Private room,49,1,43,0.82,1,25
45923,Brooklyn,40.6884,-73.91373,Entire home/apt,160,3,2,2.0,1,23
10582,Manhattan,40.76205,-73.9845,Private room,49,1,8,0.18,1,0
26141,Brooklyn,40.683279999999996,-73.93719,Entire home/apt,75,2,20,0.9,1,0
4361,Brooklyn,40.69393,-73.94689,Private room,65,1,4,0.08,1,0
42694,Manhattan,40.81476,-73.94723,Entire home/apt,75,30,1,0.77,1,13
1812,Brooklyn,40.681940000000004,-73.92756999999999,Private room,79,4,1,0.02,1,359
46125,Queens,40.76566,-73.87215,Private room,70,1,11,7.5,5,78
29388,Bronx,40.86665,-73.8954,Entire home/apt,80,3,26,1.68,1,15
37904,Queens,40.71694,-73.83442,Private room,100,2,3,0.42,1,161
938,Manhattan,40.729859999999995,-73.97913,Entire home/apt,199,6,41,0.47,1,36
10713,Brooklyn,40.681670000000004,-73.92525,Private room,69,3,13,0.28,2,333
29132,Brooklyn,40.6827,-74.00265,Entire home/apt,140,3,10,0.54,1,0
13605,Brooklyn,40.71367,-73.94228000000001,Private room,60,2,7,0.17,1,0
4154,Manhattan,40.754129999999996,-73.96791999999999,Private room,100,2,198,3.1,1,305
8144,Brooklyn,40.69148,-73.9388,Private room,55,1,2,0.05,1,0
37245,Manhattan,40.8084,-73.94439,Private room,65,2,18,2.34,2,188
23886,Manhattan,40.75075,-73.9752,Entire home/apt,278,2,8,0.32,1,0
15000,Brooklyn,40.70487,-73.92126999999999,Private room,65,3,11,0.37,1,0
14286,Manhattan,40.79733,-73.93955,Entire home/apt,110,1,221,5.53,1,348
30123,Brooklyn,40.641090000000005,-73.97503,Private room,50,1,1,0.06,1,0
26270,Brooklyn,40.60303,-73.99596,Private room,69,2,45,2.05,1,324
5581,Brooklyn,40.67017,-73.97752,Private room,103,30,45,0.82,1,0
47756,Brooklyn,40.63971,-73.94377,Private room,85,1,1,1.0,1,167
30031,Manhattan,40.79037,-73.9458,Entire home/apt,115,2,3,0.22,1,1
14673,Manhattan,40.7455,-73.98111999999999,Entire home/apt,215,30,2,0.06,31,125
42068,Manhattan,40.7492,-73.99073,Private room,100,1,22,9.85,9,319
22378,Brooklyn,40.7331,-73.95837,Private room,49,5,52,1.94,1,66
8907,Brooklyn,40.6888,-73.93545,Entire home/apt,177,3,144,3.02,2,260
34757,Brooklyn,40.619679999999995,-74.00656,Entire home/apt,170,4,12,1.17,1,308
32776,Brooklyn,40.665279999999996,-73.91829,Private room,50,4,6,0.62,3,330
7141,Manhattan,40.726690000000005,-73.98275,Entire home/apt,145,5,63,1.24,1,242
46535,Manhattan,40.7665,-73.98673000000001,Entire home/apt,145,2,1,1.0,1,35
46871,Brooklyn,40.71216,-73.9623,Entire home/apt,264,2,5,5.0,1,327
39724,Manhattan,40.745309999999996,-73.99098000000001,Entire home/apt,299,3,1,1.0,1,155
11563,Queens,40.74085,-73.89022,Private room,65,1,123,2.76,2,333
1408,Manhattan,40.73082,-73.98501999999999,Entire home/apt,175,1,17,0.2,1,0
18658,Manhattan,40.82489,-73.95336999999999,Private room,80,2,93,2.69,1,215
14910,Brooklyn,40.66146,-73.95081,Entire home/apt,165,1,19,0.8,1,0
38906,Brooklyn,40.68238,-73.90641,Entire home/apt,125,2,3,1.11,5,342
29668,Brooklyn,40.685179999999995,-73.94283,Entire home/apt,125,2,61,3.47,3,250
23759,Brooklyn,40.71233,-73.9586,Private room,80,5,6,0.46,1,64
34991,Manhattan,40.800329999999995,-73.94201,Shared room,49,2,60,5.54,9,109
6954,Brooklyn,40.683009999999996,-73.93738,Entire home/apt,120,30,2,0.18,2,0
24640,Manhattan,40.763009999999994,-73.95719,Entire home/apt,123,3,26,1.08,1,0
578,Brooklyn,40.68275,-73.96148000000001,Entire home/apt,172,4,8,0.09,2,189
33990,Brooklyn,40.69335,-73.9369,Private room,79,2,2,0.19,4,338
40384,Manhattan,40.81053,-73.96123,Private room,53,1,1,0.17,2,0
12528,Brooklyn,40.68379,-73.94648000000001,Private room,60,60,34,0.79,1,189
9996,Brooklyn,40.68732,-73.99245,Entire home/apt,147,3,23,0.51,1,2
26055,Manhattan,40.87519,-73.91245,Private room,65,2,5,0.23,3,112
43669,Queens,40.74613,-73.94141,Entire home/apt,150,2,5,3.33,1,103
29715,Brooklyn,40.714940000000006,-73.96214,Entire home/apt,237,3,28,2.09,1,0
2283,Manhattan,40.806020000000004,-73.95362,Private room,85,2,233,3.12,1,72
10462,Manhattan,40.74921,-73.98445,Entire home/apt,185,7,17,0.36,1,0
17345,Bronx,40.85859,-73.89571,Entire home/apt,65,1,9,0.25,1,0
18385,Manhattan,40.77445,-73.98002,Entire home/apt,150,30,8,0.24,1,328
38524,Manhattan,40.814029999999995,-73.94957,Entire home/apt,200,1,7,0.99,1,158
40710,Manhattan,40.7315,-73.99961,Private room,80,180,5,0.9,3,331
36819,Manhattan,40.71962,-73.99682,Entire home/apt,150,3,10,1.15,1,9
3667,Manhattan,40.73747,-74.00014,Private room,110,1,136,3.1,1,63
3909,Brooklyn,40.6998,-73.92913,Entire home/apt,109,1,12,0.19,1,0
25845,Brooklyn,40.67183,-73.95277,Entire home/apt,135,7,12,0.79,1,0
1937,Manhattan,40.73118,-74.0029,Entire home/apt,235,2,97,1.47,1,40
24466,Brooklyn,40.68347,-73.93321999999999,Private room,50,3,2,0.09,1,0
38519,Manhattan,40.82251,-73.9512,Private room,112,1,5,0.67,1,0
858,Manhattan,40.79596,-73.94463,Entire home/apt,90,3,51,0.57,1,311
42686,Brooklyn,40.64938,-73.96682,Entire home/apt,110,2,1,0.28,1,260
17160,Manhattan,40.80038,-73.94601999999999,Entire home/apt,169,3,7,3.28,1,242
30398,Brooklyn,40.65683,-73.99959,Entire home/apt,90,2,41,2.75,1,0
25464,Brooklyn,40.68911,-73.94145,Private room,80,1,2,0.09,1,0
18068,Queens,40.73851,-73.80105999999999,Entire home/apt,72,1,256,7.1,1,124
14139,Brooklyn,40.6869,-73.96324,Entire home/apt,155,3,161,3.94,1,251
16258,Manhattan,40.72487,-73.98125,Entire home/apt,175,4,3,0.08,1,0
29943,Queens,40.76393,-73.86444,Private room,80,2,1,0.11,1,219
5824,Manhattan,40.73545,-74.00097,Entire home/apt,195,4,1,0.02,1,0
1544,Manhattan,40.73105,-74.00285,Entire home/apt,250,80,5,0.06,2,78
12617,Queens,40.745090000000005,-73.9236,Entire home/apt,85,4,2,0.05,1,0
24361,Brooklyn,40.704209999999996,-73.91561,Entire home/apt,150,2,68,2.85,2,263
11056,Manhattan,40.763659999999994,-73.99438,Entire home/apt,135,2,2,0.04,1,0
11910,Manhattan,40.76639,-73.98727,Entire home/apt,150,3,12,0.27,2,1
17740,Manhattan,40.76806,-73.9847,Private room,130,3,6,0.17,3,0
46699,Manhattan,40.72317,-74.00245,Entire home/apt,171,2,5,5.0,1,8
37007,Manhattan,40.814240000000005,-73.96051,Entire home/apt,100,4,2,0.3,1,0
4577,Queens,40.73381,-73.85365999999999,Private room,50,7,2,0.15,1,140
4780,Brooklyn,40.66955,-73.95026999999999,Private room,70,2,10,0.16,2,68
37522,Brooklyn,40.68215,-73.96526,Entire home/apt,250,3,15,1.99,1,43
2176,Queens,40.76295,-73.92652,Entire home/apt,130,1,58,0.77,1,301
27341,Manhattan,40.76945,-73.98798000000001,Private room,125,2,48,2.36,4,74
18809,Brooklyn,40.67154,-73.96221,Private room,88,1,8,0.23,1,0
29899,Brooklyn,40.67432,-73.9391,Entire home/apt,60,133,12,0.71,2,0
11022,Manhattan,40.72948,-73.98855999999999,Entire home/apt,149,5,107,2.84,1,12
2763,Manhattan,40.77006,-73.95441,Entire home/apt,159,2,114,1.62,1,46
46811,Manhattan,40.752590000000005,-73.9942,Entire home/apt,220,1,3,3.0,1,52
9842,Brooklyn,40.67505,-73.96710999999999,Entire home/apt,175,2,5,0.11,1,0
10257,Manhattan,40.81899,-73.94694,Entire home/apt,80,2,1,0.02,1,0
20116,Queens,40.75094,-73.85244,Entire home/apt,125,1,16,0.52,1,157
21393,Queens,40.75678,-73.91644000000001,Private room,50,3,1,1.0,1,341
33761,Queens,40.69883,-73.85141999999999,Private room,45,2,8,0.81,3,50
6236,Queens,40.76542,-73.92115,Entire home/apt,105,25,14,0.27,1,277
24538,Manhattan,40.768640000000005,-73.95427,Entire home/apt,175,2,20,0.88,1,0
9770,Manhattan,40.81095,-73.9443,Entire home/apt,185,2,12,0.65,1,0
7114,Manhattan,40.7417,-73.9978,Entire home/apt,135,3,31,0.63,1,0
9008,Manhattan,40.727140000000006,-73.97894000000001,Private room,100,1,1,0.02,1,0
27190,Brooklyn,40.712270000000004,-73.93618000000001,Private room,58,2,11,0.73,1,88
34981,Brooklyn,40.71739,-73.96244,Private room,98,1,33,3.24,2,11
23240,Manhattan,40.70833,-74.01068000000001,Private room,70,3,18,0.69,1,0
24802,Manhattan,40.71366,-73.99153000000001,Entire home/apt,320,1,2,0.1,4,249
24687,Brooklyn,40.61889,-73.99895,Entire home/apt,99,3,28,1.92,1,325
30641,Manhattan,40.72003,-73.98588000000001,Entire home/apt,92,2,12,0.74,1,0
17513,Manhattan,40.826609999999995,-73.94165,Entire home/apt,100,4,6,0.17,1,27
19017,Brooklyn,40.69415,-73.97131,Entire home/apt,100,3,26,0.76,1,0
13711,Brooklyn,40.68507,-73.93888000000001,Entire home/apt,99,3,88,2.19,2,47
5032,Manhattan,40.740159999999996,-74.00049,Private room,135,1,14,0.27,1,0
34255,Brooklyn,40.7159,-73.95905,Private room,75,2,1,0.09,1,0
16909,Brooklyn,40.71855,-73.96359,Private room,85,3,1,0.03,1,0
31049,Brooklyn,40.68548,-73.93805,Entire home/apt,96,1,50,4.37,2,257
18250,Brooklyn,40.71358,-73.95429,Entire home/apt,180,4,94,2.72,1,326
42812,Brooklyn,40.71362,-73.95343000000001,Private room,65,2,9,3.42,4,43
24086,Brooklyn,40.71228,-73.9599,Private room,80,2,31,1.26,2,5
6986,Brooklyn,40.67777,-73.95130999999999,Entire home/apt,100,6,13,0.26,1,0
5743,Brooklyn,40.67196,-73.93824000000001,Private room,70,7,20,0.35,1,364
21721,Manhattan,40.81446,-73.9379,Entire home/apt,198,3,9,0.35,1,127
38252,Brooklyn,40.61072,-73.98533,Entire home/apt,90,2,53,7.07,1,36
28033,Brooklyn,40.68837,-73.98716999999999,Entire home/apt,185,3,18,0.91,1,0
9113,Manhattan,40.72403,-73.97783000000001,Entire home/apt,300,2,1,0.05,4,0
7646,Brooklyn,40.6878,-73.91452,Entire home/apt,225,3,82,1.58,3,255
28444,Brooklyn,40.67443,-73.98366999999999,Entire home/apt,250,5,4,0.22,1,0
47419,Manhattan,40.73724,-73.99429,Entire home/apt,249,1,5,5.0,2,125
22575,Queens,40.69104,-73.82204,Private room,50,1,102,4.02,2,354
12764,Manhattan,40.76599,-73.98404000000001,Entire home/apt,90,5,3,0.08,1,0
14991,Manhattan,40.80403,-73.95427,Entire home/apt,148,6,44,1.12,1,280
21648,Brooklyn,40.67005,-73.97981,Entire home/apt,120,3,125,4.51,2,61
21050,Brooklyn,40.71237,-73.93899,Entire home/apt,95,2,13,0.43,1,0
37822,Manhattan,40.76423,-73.98891,Private room,145,2,12,1.59,1,37
13829,Brooklyn,40.678329999999995,-73.96904,Private room,45,1,204,4.82,13,324
34479,Manhattan,40.73968,-73.98217,Entire home/apt,199,5,18,1.65,1,248
8173,Manhattan,40.84773,-73.93346,Private room,45,1,1,0.02,1,0
20002,Brooklyn,40.70969,-73.95251999999999,Entire home/apt,120,5,1,0.16,1,0
9019,Brooklyn,40.71199,-73.96021999999999,Entire home/apt,180,3,3,0.06,1,0
33332,Brooklyn,40.66264,-73.99174000000001,Entire home/apt,275,4,5,0.46,1,12
26968,Manhattan,40.72935,-73.98056,Entire home/apt,140,4,3,0.14,1,0
6914,Manhattan,40.765370000000004,-73.99438,Entire home/apt,80,20,5,0.15,7,346
31755,Manhattan,40.825109999999995,-73.95340999999999,Private room,85,4,3,0.21,1,179
32119,Manhattan,40.75184,-73.97301999999999,Private room,175,2,3,0.31,2,0
43770,Manhattan,40.76236,-73.96481999999999,Private room,160,3,7,2.47,1,81
17497,Manhattan,40.73316,-74.00183,Entire home/apt,230,2,9,0.25,1,0
27175,Manhattan,40.763690000000004,-73.96122,Entire home/apt,200,30,1,0.07,87,364
46589,Manhattan,40.822379999999995,-73.95476,Private room,86,2,1,1.0,1,90
12059,Brooklyn,40.71439,-73.96256,Private room,50,7,4,0.11,1,0
28909,Manhattan,40.8112,-73.95966999999999,Private room,100,3,42,2.43,6,0
38958,Queens,40.73697,-73.92478,Entire home/apt,149,3,6,0.91,4,305
39211,Manhattan,40.75833,-73.9919,Entire home/apt,240,2,14,1.98,1,156
27280,Queens,40.74403,-73.88167,Private room,58,6,50,2.56,5,257
40992,Brooklyn,40.68439,-73.93753000000001,Private room,57,2,17,3.31,3,146
18087,Queens,40.77943,-73.9117,Private room,90,2,80,2.35,1,350
37249,Brooklyn,40.71808,-73.95859,Private room,60,5,1,0.71,1,187
26297,Queens,40.764070000000004,-73.83051999999999,Private room,89,1,4,0.2,2,179
2697,Manhattan,40.7223,-73.9821,Entire home/apt,140,2,149,2.41,1,16
33528,Brooklyn,40.711420000000004,-73.96141,Private room,80,5,1,0.09,1,0
38382,Manhattan,40.78535,-73.94268000000001,Private room,99,2,12,1.64,1,176
31490,Brooklyn,40.73556,-73.95725999999999,Entire home/apt,200,2,5,0.37,2,7
18567,Manhattan,40.78517,-73.95678000000001,Entire home/apt,225,5,16,0.47,1,364
46294,Brooklyn,40.686820000000004,-73.90831,Private room,70,1,3,3.0,1,163
982,Queens,40.710679999999996,-73.81577,Private room,75,1,16,0.18,2,189
17786,Brooklyn,40.70883,-73.93873,Private room,67,1,14,0.4,1,0
24365,Manhattan,40.74118,-73.999,Entire home/apt,155,2,4,0.16,1,0
25542,Manhattan,40.78304,-73.97309,Entire home/apt,250,2,2,0.09,1,0
13581,Manhattan,40.7213,-73.98559,Entire home/apt,299,30,60,1.71,1,332
10232,Brooklyn,40.69695,-73.95951,Private room,60,1,184,4.83,2,240
25123,Brooklyn,40.71759,-73.96641,Entire home/apt,150,4,8,0.35,1,0
32178,Manhattan,40.75377,-73.96609000000001,Entire home/apt,90,30,4,0.35,1,0
184,Brooklyn,40.67994,-73.97863000000001,Entire home/apt,150,5,52,0.5,1,18
21738,Brooklyn,40.67308,-73.95523,Entire home/apt,105,3,93,4.16,1,89
1127,Manhattan,40.744279999999996,-73.97809000000001,Entire home/apt,135,3,134,1.56,1,236
3846,Manhattan,40.76054,-73.98508000000001,Entire home/apt,200,30,11,0.18,1,363
15073,Brooklyn,40.66734,-73.94232,Private room,44,2,5,0.38,1,0
43700,Manhattan,40.72919,-73.98151,Entire home/apt,290,2,10,4.29,1,254
43114,Queens,40.76896,-73.92404,Private room,65,1,23,7.26,2,334
25364,Manhattan,40.76163,-73.99335,Entire home/apt,130,30,4,0.41,20,310
42065,Manhattan,40.74913,-73.99128,Private room,100,1,4,1.85,9,323
39000,Brooklyn,40.72594,-73.94852,Entire home/apt,150,1,4,0.59,2,0
28420,Manhattan,40.74873,-73.97664,Entire home/apt,150,30,5,0.4,50,364
29539,Brooklyn,40.637609999999995,-73.89339,Private room,55,2,32,1.84,3,76
13184,Brooklyn,40.692609999999995,-73.99252,Entire home/apt,200,2,2,0.05,1,0
1476,Brooklyn,40.702490000000004,-73.9488,Entire home/apt,139,2,211,2.57,1,19
24033,Manhattan,40.7291,-73.99246,Entire home/apt,191,2,37,1.5,1,5
42893,Manhattan,40.8003,-73.96436,Private room,105,1,8,2.4,4,0
18970,Brooklyn,40.71096,-73.95685,Entire home/apt,249,6,49,1.46,1,0
36875,Brooklyn,40.63859,-74.02497,Entire home/apt,82,1,56,6.41,1,288
3403,Brooklyn,40.68673,-73.91024,Private room,50,2,2,0.5,1,35
25084,Manhattan,40.78958,-73.93791999999999,Private room,85,1,10,0.43,2,0
15211,Manhattan,40.79636,-73.94341999999999,Private room,89,5,62,1.82,1,271
21543,Manhattan,40.76851,-73.95506,Entire home/apt,150,1,6,0.21,1,7
40678,Manhattan,40.83899,-73.93979,Entire home/apt,70,5,10,1.78,1,191
31392,Manhattan,40.77213,-73.98265,Entire home/apt,145,12,1,0.16,1,289
34291,Brooklyn,40.68923,-73.92815999999999,Private room,43,30,1,0.43,5,140
43207,Brooklyn,40.66277,-73.9574,Private room,75,2,7,3.23,1,111
3645,Manhattan,40.76293,-73.98980999999999,Entire home/apt,150,5,9,0.15,1,6
6762,Manhattan,40.72551,-73.98541999999999,Entire home/apt,260,10,4,0.08,1,31
25128,Brooklyn,40.692009999999996,-73.98713000000001,Entire home/apt,275,3,20,0.96,2,35
34918,Brooklyn,40.65625,-73.9218,Private room,80,1,77,7.0,4,345
5637,Brooklyn,40.72122,-73.94121,Private room,100,1,36,2.69,1,335
40169,Brooklyn,40.683820000000004,-73.91467,Entire home/apt,97,2,19,3.0,2,340
32293,Manhattan,40.8681,-73.92434,Private room,149,1,31,2.31,1,270
31130,Brooklyn,40.67942,-73.96469,Private room,150,2,8,0.53,2,0
1333,Manhattan,40.72692,-73.99948,Entire home/apt,215,30,110,1.3,1,332
43328,Brooklyn,40.65477,-73.92206999999999,Private room,75,1,10,3.19,4,365
32724,Brooklyn,40.68096,-73.93706999999999,Private room,49,1,42,3.37,1,221
33611,Queens,40.75697,-73.91314,Private room,51,2,34,2.97,3,167
37160,Brooklyn,40.67662,-73.98642,Entire home/apt,300,2,6,0.8,1,3
17446,Manhattan,40.7281,-73.99067,Entire home/apt,250,2,3,0.08,1,0
27449,Manhattan,40.80431,-73.96615,Entire home/apt,80,12,1,0.05,1,0
27787,Brooklyn,40.72391,-73.94214000000001,Private room,60,3,2,0.1,1,0
23150,Manhattan,40.79376,-73.94679000000001,Private room,125,1,19,0.73,4,115
24308,Brooklyn,40.6726,-73.9514,Entire home/apt,100,3,5,0.21,1,0
37966,Manhattan,40.7288,-73.98058,Entire home/apt,200,2,6,0.95,1,7
34629,Manhattan,40.799170000000004,-73.93715999999999,Private room,111,3,9,0.88,1,3
13031,Manhattan,40.762570000000004,-73.95915,Entire home/apt,249,30,1,0.06,121,273
9005,Queens,40.77228,-73.91345,Entire home/apt,75,3,2,0.04,1,0
4700,Brooklyn,40.68207,-73.94994,Entire home/apt,200,5,120,2.0,1,193
21047,Brooklyn,40.68076,-73.95751,Private room,100,5,4,0.14,1,0
34023,Manhattan,40.79514,-73.96687,Entire home/apt,250,30,1,0.1,10,205
28649,Manhattan,40.80487,-73.95752,Entire home/apt,90,3,32,1.69,1,1
34728,Brooklyn,40.70276,-73.92899,Private room,70,1,1,1.0,1,39
25466,Manhattan,40.8216,-73.93679,Private room,86,1,1,0.05,1,0
20065,Brooklyn,40.63647,-73.97463,Entire home/apt,100,2,1,0.03,1,0
27251,Brooklyn,40.70393,-73.92376999999999,Entire home/apt,95,2,62,3.08,1,34
29456,Manhattan,40.71774,-73.99056999999999,Entire home/apt,140,3,33,1.91,1,11
18756,Brooklyn,40.66148,-73.98942,Entire home/apt,140,2,83,2.4,2,7
30570,Manhattan,40.79766,-73.94824,Private room,139,1,6,0.46,1,0
46891,Manhattan,40.75493,-73.99458,Entire home/apt,320,1,12,12.0,1,189
26124,Queens,40.76271,-73.92213000000001,Entire home/apt,179,3,5,0.23,1,0
2510,Brooklyn,40.66812,-73.99022,Private room,160,30,1,1.0,2,39
37810,Manhattan,40.74938,-73.9802,Entire home/apt,200,60,2,0.29,2,0
715,Manhattan,40.73312,-74.0042,Entire home/apt,300,4,153,1.66,4,246
11285,Manhattan,40.81146,-73.94589,Private room,64,3,142,3.12,2,210
4461,Manhattan,40.74897,-73.9968,Entire home/apt,93,75,16,0.3,19,234
39576,Manhattan,40.75874,-73.99605,Private room,130,3,27,4.35,3,114
45253,Brooklyn,40.68736,-73.97639000000001,Private room,100,1,7,3.96,1,45
24811,Manhattan,40.800129999999996,-73.95998,Entire home/apt,150,6,4,0.17,1,64
28261,Manhattan,40.72705,-73.9933,Entire home/apt,274,4,4,0.22,1,7
10910,Brooklyn,40.66852,-73.9425,Entire home/apt,160,1,1,0.02,1,0
1995,Brooklyn,40.71335,-73.9496,Entire home/apt,200,4,4,0.42,2,0
6890,Brooklyn,40.68939,-73.92331,Private room,50,3,32,0.72,2,329
6646,Manhattan,40.77917,-73.97397,Entire home/apt,139,1,1,0.02,1,0
35606,Queens,40.701229999999995,-73.90685,Private room,75,2,2,0.2,1,341
12828,Brooklyn,40.654109999999996,-73.95815999999999,Private room,55,4,8,0.19,1,173
5062,Brooklyn,40.65413,-73.97684,Entire home/apt,140,5,28,0.6,1,192
2336,Manhattan,40.72855,-74.00135999999999,Entire home/apt,200,2,26,0.35,1,188
4310,Brooklyn,40.6907,-73.96732,Private room,199,1,72,1.14,11,363
20166,Bronx,40.85711,-73.86474,Private room,45,5,30,0.98,2,318
47804,Queens,40.70577,-73.81539000000001,Entire home/apt,105,1,4,4.0,1,208
19859,Manhattan,40.81462,-73.95248000000001,Entire home/apt,203,3,13,0.42,2,0
13574,Manhattan,40.79637,-73.96996,Shared room,65,1,55,1.34,2,0
8088,Brooklyn,40.71046,-73.96054000000001,Entire home/apt,184,10,1,0.03,2,6
8969,Brooklyn,40.71314,-73.95535,Private room,80,3,8,0.17,5,0
16795,Manhattan,40.75352,-73.96807,Entire home/apt,139,2,102,2.74,1,235
33553,Bronx,40.860170000000004,-73.86198,Private room,142,1,36,3.5,5,57
40642,Manhattan,40.81878,-73.95302,Private room,77,1,15,3.36,7,351
90,Brooklyn,40.70032,-73.9383,Private room,65,4,24,0.28,1,317
1136,Manhattan,40.75636,-73.9939,Entire home/apt,80,30,32,0.37,7,365
34453,Manhattan,40.86912,-73.92183,Entire home/apt,195,2,6,0.53,1,0
6671,Manhattan,40.74156,-73.97968,Private room,95,30,37,0.68,26,365
20730,Manhattan,40.7288,-73.98147,Private room,100,10,8,0.34,1,0
19795,Brooklyn,40.70688,-73.96745,Private room,72,1,154,4.79,1,215
6739,Brooklyn,40.71895,-73.95604,Private room,73,2,39,0.71,1,260
40547,Brooklyn,40.64557,-73.98097,Entire home/apt,100,1,2,0.43,1,268
7278,Brooklyn,40.63304,-74.02811,Private room,55,15,7,0.13,2,317
37616,Manhattan,40.80076,-73.95742,Private room,95,2,32,4.0,4,163
10728,Brooklyn,40.67743,-73.95523,Entire home/apt,150,4,61,1.33,1,365
44814,Brooklyn,40.6776,-73.91404,Private room,58,2,4,2.35,5,168
21072,Brooklyn,40.67024,-73.93406,Entire home/apt,69,1,7,0.23,2,0
38579,Queens,40.69598,-73.89972,Private room,56,5,14,2.2,2,35
40872,Brooklyn,40.69213,-73.90248000000001,Private room,65,2,15,2.81,8,344
23373,Brooklyn,40.707359999999994,-73.95571,Private room,70,1,39,2.03,1,2
1496,Brooklyn,40.62764,-73.90086,Private room,250,2,70,0.85,3,0
9900,Brooklyn,40.70189,-73.92872,Private room,68,1,1,0.02,1,0
41084,Brooklyn,40.58508,-73.93800999999999,Private room,60,1,4,0.9,1,77
15562,Manhattan,40.726259999999996,-73.9894,Entire home/apt,199,4,3,0.08,1,0
27037,Bronx,40.8568,-73.9149,Entire home/apt,175,2,68,3.34,1,89
34967,Brooklyn,40.691990000000004,-73.9435,Private room,95,2,2,0.19,2,0
20701,Manhattan,40.82682,-73.95142,Private room,50,6,4,0.13,1,0
34652,Manhattan,40.7895,-73.94827,Entire home/apt,128,90,8,0.71,1,0
40664,Manhattan,40.84623,-73.93578000000001,Private room,70,2,10,2.13,1,152
30145,Brooklyn,40.679140000000004,-74.0063,Entire home/apt,125,3,1,0.16,1,0
23821,Queens,40.69578,-73.90261,Private room,100,2,48,1.96,2,174
5271,Brooklyn,40.707840000000004,-73.92224,Entire home/apt,150,3,203,3.42,1,308
19079,Manhattan,40.74018,-73.97962,Entire home/apt,117,30,9,0.3,91,317
42511,Brooklyn,40.71177,-73.95629,Entire home/apt,180,3,6,1.51,1,38
8623,Brooklyn,40.68606,-73.95832,Entire home/apt,91,2,16,1.7,1,10
15064,Manhattan,40.8245,-73.94264,Entire home/apt,120,150,10,0.46,1,331
29602,Manhattan,40.80399,-73.95402,Entire home/apt,90,4,5,0.31,1,7
