,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
27043,Queens,40.85762,-73.93175,Private room,115,3,2.05,179
27173,Queens,40.76452,-73.9251,Entire home/apt,115,2,1.18,80
27375,Queens,40.65472,-73.93683,Entire home/apt,115,2,5.83,123
27439,Queens,40.7754,-73.90787,Private room,115,1,1.15,304
28339,Queens,40.69044,-73.95893,Entire home/apt,115,4,0,36
28923,Queens,40.82549,-73.95133,Entire home/apt,115,30,0,211
29162,Queens,40.70929,-73.96889,Private room,115,1,0,90
29208,Queens,40.69528,-73.95603,Shared room,115,1,0,89
29275,Queens,40.80622,-73.93875,Entire home/apt,115,2,0,3
29421,Queens,40.69229,-73.96774,Entire home/apt,115,2,1,26
29444,Queens,40.67757,-73.98037,Entire home/apt,115,3,1,29
29449,Queens,40.77098,-73.9524,Entire home/apt,115,2,1,234
29599,Queens,40.71655,-73.96416,Shared room,115,3,1,66
29849,Queens,40.68932,-73.93494,Entire home/apt,115,7,0,79
29972,Queens,40.7479,-73.87496,Private room,115,1,0,170
30026,Queens,40.67331,-73.93212,Private room,115,1,0,58
30061,Queens,40.78331,-73.9747,Entire home/apt,115,30,0,103
30186,Queens,40.72931,-73.95515,Entire home/apt,115,3,0,8
479,Bronx,40.72595,-73.95298,Entire home/apt,116,29,0.23,335
1304,Brooklyn,40.7449,-73.97656,Entire home/apt,116,30,0.09,311
1651,Brooklyn,40.70851,-73.949,Entire home/apt,116,4,1.49,127
3026,Brooklyn,40.77126,-73.95671,Entire home/apt,116,30,0.02,335
3585,Brooklyn,40.71959,-73.94795,Entire home/apt,116,28,0.76,35
4804,Brooklyn,40.82682,-73.94634,Private room,116,2,2.5,89
4819,Brooklyn,40.7717,-73.95572,Entire home/apt,116,30,0.05,333
5459,Brooklyn,40.76551,-73.98899,Shared room,116,2,2.07,42
5794,Brooklyn,40.71003,-73.96097,Private room,116,2,0.37,329
10085,Brooklyn,40.63447,-74.02455,Entire home/apt,116,1,6.55,314
12403,Brooklyn,40.75715,-73.81272,Private room,116,2,2.19,361
16528,Manhattan,40.7578,-73.99211,Private room,116,1,6.42,280
18866,Manhattan,40.69949,-73.98319,Private room,116,3,0.32,16
22631,Manhattan,40.76011,-73.97051,Entire home/apt,116,2,4.57,99
23118,Manhattan,40.7943,-73.95003,Private room,116,3,2.9,42
29409,Queens,40.69221,-73.95168,Entire home/apt,116,2,4,156
29696,Queens,40.72902,-74.00152,Private room,116,1,0,105
1777,Brooklyn,40.71374,-73.94642,Private room,117,2,0.59,88
2480,Brooklyn,40.71695,-73.99178,Entire home/apt,117,5,3.27,163
2834,Brooklyn,40.77263,-73.95567,Entire home/apt,117,30,0,331
2839,Brooklyn,40.77107,-73.95682,Entire home/apt,117,30,0.11,255
2912,Brooklyn,40.77249,-73.95756,Entire home/apt,117,30,0.09,298
3458,Brooklyn,40.68667,-73.93897,Entire home/apt,117,5,1.77,6
3468,Brooklyn,40.67472,-73.93,Entire home/apt,117,1,1.39,280
3608,Brooklyn,40.72509,-73.97898,Entire home/apt,117,3,0.12,7
4268,Brooklyn,40.79228,-73.97414,Entire home/apt,117,14,0,15
4473,Brooklyn,40.80516,-73.94299,Entire home/apt,117,3,3.91,66
6247,Brooklyn,40.80864,-73.95007,Entire home/apt,117,28,2.77,29
7282,Brooklyn,40.70788,-73.93889,Entire home/apt,117,10,0.43,1
7287,Brooklyn,40.7653,-73.98536,Entire home/apt,117,30,0.07,198
7417,Brooklyn,40.79191,-73.97322,Entire home/apt,117,30,0.13,327
7629,Brooklyn,40.76087,-73.96217,Entire home/apt,117,30,0.27,173
7742,Brooklyn,40.78328,-73.95695,Entire home/apt,117,30,0.25,311
8541,Brooklyn,40.76334,-73.98909,Entire home/apt,117,30,0.4,105
9357,Brooklyn,40.76141,-73.96376,Entire home/apt,117,30,0.22,312
9425,Brooklyn,40.75539,-73.91709,Entire home/apt,117,30,0.23,241
9732,Brooklyn,40.74018,-73.97962,Entire home/apt,117,30,0.3,317
10174,Brooklyn,40.77789,-73.95473,Entire home/apt,117,30,0.75,311
10583,Brooklyn,40.6315,-73.90761,Entire home/apt,117,2,2.85,349
10663,Brooklyn,40.70542,-73.94957,Private room,117,2,0.1,285
10892,Brooklyn,40.76281,-73.96718,Private room,117,3,2.26,99
11329,Brooklyn,40.68886,-73.99825,Entire home/apt,117,30,0.47,324
12216,Brooklyn,40.74214,-73.98048,Private room,117,7,0.15,332
15122,Manhattan,40.62906,-73.92938,Entire home/apt,117,1,1.3,328
16935,Manhattan,40.78802,-73.96926,Entire home/apt,117,30,0,200
17176,Manhattan,40.67908,-74.01068,Entire home/apt,117,1,3.51,108
17591,Manhattan,40.76018,-73.9608,Entire home/apt,117,30,0,339
19906,Manhattan,40.66704,-73.87525,Private room,117,3,0.43,85
20658,Manhattan,40.76382,-73.98815,Entire home/apt,117,30,0.14,345
24809,Manhattan,40.68151,-73.94781,Entire home/apt,117,3,3.9,308
24810,Manhattan,40.73282,-73.95208,Entire home/apt,117,2,1.29,15
24864,Manhattan,40.77991,-73.95267,Entire home/apt,117,30,0,311
25813,Manhattan,40.72152,-73.98625,Shared room,117,1,2.03,139
27578,Queens,40.73684,-73.9842,Entire home/apt,117,1,2.43,233
27633,Queens,40.70722,-74.00482,Entire home/apt,117,29,0,345
30159,Queens,40.80626,-73.92815,Entire home/apt,117,4,0,290
929,Brooklyn,40.72915,-73.98019,Entire home/apt,118,3,1.66,13
1518,Brooklyn,40.74848,-73.97884,Private room,118,30,1.93,228
2322,Brooklyn,40.73544,-73.97465,Private room,118,5,0.76,201
3019,Brooklyn,40.77233,-73.9572,Entire home/apt,118,30,0.03,308
3022,Brooklyn,40.77222,-73.95544,Entire home/apt,118,30,0.06,326
3413,Brooklyn,40.77222,-73.95604,Entire home/apt,118,30,0.08,341
3602,Brooklyn,40.77237,-73.95536,Entire home/apt,118,30,0.1,282
4194,Brooklyn,40.71181,-73.95736,Entire home/apt,118,30,0.52,295
4348,Brooklyn,40.72023,-73.9479,Private room,118,3,0.02,188
4738,Brooklyn,40.7711,-73.95627,Entire home/apt,118,30,0.08,283
4767,Brooklyn,40.7729,-73.95587,Entire home/apt,118,30,0.11,204
4938,Brooklyn,40.64685,-73.95,Entire home/apt,118,30,0.02,68
5388,Brooklyn,40.77566,-73.95335,Entire home/apt,118,30,0.09,258
5634,Brooklyn,40.77085,-73.95725,Entire home/apt,118,30,0.11,315
5677,Brooklyn,40.7438,-73.99751,Private room,118,2,5.44,47
7492,Brooklyn,40.70679,-73.91692,Entire home/apt,118,2,3.77,337
8803,Brooklyn,40.68574,-73.92975,Entire home/apt,118,3,3.21,33
11017,Brooklyn,40.80769,-73.95505,Private room,118,1,3.93,224
11100,Brooklyn,40.76553,-73.98879,Private room,118,2,0.63,24
12133,Brooklyn,40.73318,-73.98436,Entire home/apt,118,3,4.02,17
13134,Manhattan,40.75482,-73.89369,Entire home/apt,118,2,5.2,87
14387,Manhattan,40.64358,-73.9462,Private room,118,2,0.11,45
15112,Manhattan,40.70803,-73.94255,Entire home/apt,118,3,1.32,249
17944,Manhattan,40.69101,-73.93773,Private room,118,1,2.46,288
17982,Manhattan,40.7828,-73.98348,Entire home/apt,118,30,0,157
18094,Manhattan,40.69074,-73.93858,Private room,118,1,1.9,285
18428,Manhattan,40.527,-74.20941,Private room,118,1,0,353
18623,Manhattan,40.73508,-73.98477,Entire home/apt,118,3,1.86,10
21452,Manhattan,40.69137,-73.96,Entire home/apt,118,2,0.89,67
22282,Manhattan,40.73945,-73.97934,Entire home/apt,118,30,0,326
22746,Manhattan,40.71159,-73.96318,Private room,118,2,0.67,112
26126,Queens,40.72602,-73.95848,Entire home/apt,118,4,0.7,30
27745,Queens,40.81582,-73.94267,Entire home/apt,118,2,2,17
29149,Queens,40.68273,-73.9193,Entire home/apt,118,2,3,101
789,Bronx,40.71348,-73.94447,Private room,119,3,1.57,296
1048,Brooklyn,40.68517,-73.95563,Entire home/apt,119,2,1.02,338
1796,Brooklyn,40.76797,-73.92858,Entire home/apt,119,7,0.63,143
1871,Brooklyn,40.7433,-73.99832,Private room,119,4,1.47,23
2229,Brooklyn,40.75622,-73.9728,Private room,119,2,0.58,325
2328,Brooklyn,40.64469,-73.9469,Private room,119,2,0.34,311
2651,Brooklyn,40.72926,-73.9989,Private room,119,2,2.21,265
2969,Brooklyn,40.77105,-73.95727,Entire home/apt,119,30,0.13,339
3117,Brooklyn,40.76068,-73.91359,Entire home/apt,119,2,3.67,214
3652,Brooklyn,40.68313,-73.9413,Entire home/apt,119,2,3.62,241
3681,Brooklyn,40.72087,-73.97952,Private room,119,1,1.4,84
4118,Brooklyn,40.75398,-73.82778,Entire home/apt,119,3,0.46,319
4323,Brooklyn,40.74628,-73.9196,Entire home/apt,119,6,0.46,1
4624,Brooklyn,40.68481,-73.93187,Entire home/apt,119,2,1.58,217
5016,Brooklyn,40.82883,-73.88854,Entire home/apt,119,4,0.98,223
5103,Brooklyn,40.67766,-73.93934,Entire home/apt,119,4,1.81,316
5710,Brooklyn,40.5994,-73.95941,Private room,119,1,0,126
5817,Brooklyn,40.67042,-73.95677,Entire home/apt,119,2,0.58,154
5910,Brooklyn,40.67872,-73.98286,Private room,119,1,3.82,236
5924,Brooklyn,40.68352,-73.96348,Private room,119,4,2.47,26
6366,Brooklyn,40.59629,-73.96367,Entire home/apt,119,2,3.88,65
6648,Brooklyn,40.69035,-73.99633,Entire home/apt,119,8,0.87,85
6874,Brooklyn,40.68307,-73.92894,Entire home/apt,119,5,0.3,3
7342,Brooklyn,40.7487,-73.99514,Private room,119,2,3.42,66
7401,Brooklyn,40.66483,-73.88208,Entire home/apt,119,4,3.75,111
7727,Brooklyn,40.63397,-73.9654,Entire home/apt,119,3,3.38,280
8062,Brooklyn,40.71933,-73.84984,Private room,119,2,0.57,363
8283,Brooklyn,40.75058,-73.8535,Entire home/apt,119,2,1.01,336
8379,Brooklyn,40.76511,-73.99432,Entire home/apt,119,4,3.59,17
8628,Brooklyn,40.65005,-73.94776,Entire home/apt,119,1,1.04,313
8996,Brooklyn,40.60778,-73.94194,Entire home/apt,119,1,5.37,140
9030,Brooklyn,40.66142,-73.99078,Entire home/apt,119,3,1.82,18
9069,Brooklyn,40.77007,-73.9569,Entire home/apt,119,30,0.38,339
9698,Brooklyn,40.83839,-73.93819,Private room,119,2,0.36,124
10042,Brooklyn,40.68118,-73.91107,Entire home/apt,119,2,4.68,14
10111,Brooklyn,40.79516,-73.96813,Private room,119,1,3.61,365
10223,Brooklyn,40.71542,-73.99045,Private room,119,6,3.65,207
10241,Brooklyn,40.72692,-73.98781,Private room,119,3,0.25,76
10884,Brooklyn,40.75481,-73.96982,Private room,119,9,1.79,15
11038,Brooklyn,40.86673,-73.845,Entire home/apt,119,3,2.74,146
11396,Brooklyn,40.77571,-73.94803,Private room,119,1,4.34,147
11669,Brooklyn,40.78463,-73.98303,Entire home/apt,119,30,0.04,310
12094,Brooklyn,40.77299,-73.95745,Entire home/apt,119,30,0.14,327
12101,Brooklyn,40.59855,-74.0067,Entire home/apt,119,2,2.01,160
12145,Brooklyn,40.71143,-73.94009,Private room,119,3,0.39,180
12232,Brooklyn,40.69441,-73.90881,Entire home/apt,119,3,0.51,50
12335,Brooklyn,40.6646,-73.98184,Private room,119,2,4.09,279
13234,Manhattan,40.67467,-73.87379,Private room,119,1,1.28,180
13741,Manhattan,40.68634,-73.97388,Private room,119,1,0.64,78
14165,Manhattan,40.76457,-73.99082,Private room,119,1,2.5,159
14556,Manhattan,40.67851,-73.98439,Private room,119,1,0.46,364
14637,Manhattan,40.57962,-73.96535,Entire home/apt,119,1,1.02,135
14641,Manhattan,40.67848,-73.98386,Private room,119,1,0.71,363
14642,Manhattan,40.67868,-73.98254,Private room,119,1,1.02,354
14643,Manhattan,40.67753,-73.9841,Private room,119,1,0.57,364
14644,Manhattan,40.67873,-73.98236,Private room,119,1,0.97,355
14646,Manhattan,40.67733,-73.98407,Private room,119,1,1.32,363
15160,Manhattan,40.71291,-73.99463,Private room,119,3,2.26,54
15384,Manhattan,40.68226,-73.93153,Entire home/apt,119,5,1.49,77
15548,Manhattan,40.84934,-73.83345,Entire home/apt,119,3,1.68,351
15569,Manhattan,40.67958,-73.90858,Entire home/apt,119,3,3.58,240
15997,Manhattan,40.71262,-73.99592,Private room,119,3,1.31,86
16217,Manhattan,40.72578,-73.98763,Entire home/apt,119,3,0.58,41
16596,Manhattan,40.82291,-73.94256,Entire home/apt,119,7,0.43,201
17543,Manhattan,40.7258,-73.99969,Private room,119,1,2.75,156
17544,Manhattan,40.72513,-74.00329,Private room,119,1,3.32,120
17694,Manhattan,40.6834,-73.93648,Entire home/apt,119,2,3.85,81
17903,Manhattan,40.79392,-73.97288,Entire home/apt,119,2,1.13,5
18261,Manhattan,40.6743,-73.87368,Private room,119,1,2.22,180
19118,Manhattan,40.83005,-73.93992,Entire home/apt,119,1,3.02,103
19139,Manhattan,40.64704,-74.00819,Entire home/apt,119,4,2.61,31
19264,Manhattan,40.64693,-73.89537,Entire home/apt,119,5,0,220
19459,Manhattan,40.69714,-73.94897,Entire home/apt,119,3,0.71,9
20008,Manhattan,40.74693,-73.92188,Private room,119,1,2.88,27
20071,Manhattan,40.70545,-74.0084,Private room,119,1,2.99,5
20122,Manhattan,40.74029,-73.95927,Private room,119,1,0.26,365
20405,Manhattan,40.733,-73.95309,Private room,119,1,0,180
20417,Manhattan,40.63432,-74.02663,Entire home/apt,119,1,3.6,276
20555,Manhattan,40.73543,-73.95454,Private room,119,1,0,179
20621,Manhattan,40.73297,-73.95385,Private room,119,1,0,365
20622,Manhattan,40.73099,-73.956,Private room,119,1,0,365
20719,Manhattan,40.73136,-73.95447,Shared room,119,1,0,180
20720,Manhattan,40.73274,-73.95575,Shared room,119,1,0,365
20735,Manhattan,40.82359,-73.95508,Entire home/apt,119,2,3.43,120
20970,Manhattan,40.68856,-73.91903,Entire home/apt,119,3,0.79,4
21127,Manhattan,40.73147,-73.95209,Private room,119,1,0.16,365
21129,Manhattan,40.73214,-73.95511,Private room,119,1,0,365
21131,Manhattan,40.73394,-73.95154,Private room,119,1,0.32,1
21273,Manhattan,40.73306,-73.95353,Private room,119,1,0,365
21280,Manhattan,40.73259,-73.94977,Shared room,119,1,0,180
21355,Manhattan,40.73278,-73.95368,Private room,119,1,0,180
21698,Manhattan,40.58952,-74.15587,Entire home/apt,119,2,3.13,175
21733,Manhattan,40.69091,-73.97202,Private room,119,2,3.94,3
21796,Manhattan,40.69839,-73.98758,Private room,119,1,0.68,365
21797,Manhattan,40.73291,-73.95282,Private room,119,1,0,365
21813,Manhattan,40.82932,-73.94696,Entire home/apt,119,2,2.38,12
22625,Manhattan,40.73132,-73.95036,Private room,119,1,0,180
22632,Manhattan,40.76284,-73.96507,Private room,119,3,5.22,239
23364,Manhattan,40.75412,-73.98601,Entire home/apt,119,1,3.18,302
23577,Manhattan,40.70493,-74.0102,Private room,119,3,1.15,26
23731,Manhattan,40.68272,-73.92555,Entire home/apt,119,3,2.43,24
24013,Manhattan,40.69722,-73.97204,Entire home/apt,119,3,0.44,5
25544,Manhattan,40.72589,-74.00015,Private room,119,1,2.44,23
25775,Manhattan,40.75625,-73.96416,Private room,119,2,2.69,297
25875,Manhattan,40.72485,-73.98422,Private room,119,2,1.32,2
26157,Queens,40.71923,-73.98582,Private room,119,1,2.88,360
26772,Queens,40.66329,-73.98527,Entire home/apt,119,3,4.86,45
26844,Queens,40.75502,-73.81582,Entire home/apt,119,2,2.35,311
27171,Queens,40.57835,-73.96407,Entire home/apt,119,1,0,136
27222,Queens,40.69026,-73.93235,Private room,119,2,0,58
27788,Queens,40.74616,-73.97522,Private room,119,3,1,10
28400,Queens,40.68936,-73.92071,Entire home/apt,119,7,2,15
28571,Queens,40.75711,-73.99674,Private room,119,3,1,30
28729,Queens,40.77005,-73.95926,Entire home/apt,119,3,3,174
28977,Queens,40.72899,-73.79578,Entire home/apt,119,1,0,179
29465,Queens,40.81436,-73.95399,Private room,119,3,0,5
29715,Queens,40.72304,-73.9791,Entire home/apt,119,12,0,247
29878,Queens,40.75258,-73.93475,Private room,119,1,0,333
19,Bronx,40.68371,-73.94028,Entire home/apt,120,2,0.73,233
34,Bronx,40.66278,-73.97966,Entire home/apt,120,3,0.39,345
35,Bronx,40.69673,-73.97584,Private room,120,7,0.23,311
99,Bronx,40.66853,-73.98912,Entire home/apt,120,30,4.22,192
114,Bronx,40.81618,-73.94894,Entire home/apt,120,3,1.42,213
163,Bronx,40.67868,-73.97307,Private room,120,3,0.48,250
198,Bronx,40.76193,-73.9501,Private room,120,7,0.3,341
211,Bronx,40.71445,-73.9908,Private room,120,4,1.8,353
282,Bronx,40.70516,-73.95455,Private room,120,14,0.76,343
300,Bronx,40.68314,-73.93963,Entire home/apt,120,2,0.76,237
303,Bronx,40.67174,-73.95663,Entire home/apt,120,5,1.04,272
321,Bronx,40.77944,-73.98567,Entire home/apt,120,5,0.56,201
358,Bronx,40.6858,-73.9828,Entire home/apt,120,3,2.41,221
412,Bronx,40.72019,-73.98217,Private room,120,2,1.04,345
417,Bronx,40.79056,-73.9468,Entire home/apt,120,2,0.91,268
457,Bronx,40.71893,-73.9428,Entire home/apt,120,4,0.99,263
481,Bronx,40.68012,-73.97847,Private room,120,2,0.24,342
640,Bronx,40.70839,-73.94289,Entire home/apt,120,6,0.72,17
647,Bronx,40.67385,-73.94405,Entire home/apt,120,5,0.45,310
691,Bronx,40.70462,-73.9228,Entire home/apt,120,2,0.48,238
716,Bronx,40.63611,-73.94637,Entire home/apt,120,3,0.88,349
739,Bronx,40.7376,-73.95678,Private room,120,5,0.09,242
749,Bronx,40.87991,-73.91673,Entire home/apt,120,2,1.22,318
786,Bronx,40.71472,-73.96225,Private room,120,6,0.7,15
886,Bronx,40.71483,-73.96216,Private room,120,1,1.46,292
968,Brooklyn,40.86821,-73.92252,Entire home/apt,120,10,0.3,129
983,Brooklyn,40.78292,-73.97438,Entire home/apt,120,30,0.22,337
984,Brooklyn,40.71603,-73.95665,Private room,120,2,4.14,102
994,Brooklyn,40.77032,-73.99493,Private room,120,2,0.8,179
1025,Brooklyn,40.79183,-73.94743,Entire home/apt,120,7,1.78,16
1026,Brooklyn,40.77471,-73.98261,Private room,120,20,1.29,144
1046,Brooklyn,40.68935,-73.9695,Entire home/apt,120,3,0.27,189
1059,Brooklyn,40.68648,-73.99257,Private room,120,3,3.05,271
1062,Brooklyn,40.69382,-73.95002,Entire home/apt,120,20,0.68,149
1154,Brooklyn,40.74723,-73.89706,Entire home/apt,120,3,1.59,281
1169,Brooklyn,40.74746,-73.89712,Entire home/apt,120,3,1.52,253
1170,Brooklyn,40.74687,-73.89892,Entire home/apt,120,3,0.67,289
1175,Brooklyn,40.67473,-73.96263,Entire home/apt,120,3,0.18,15
1207,Brooklyn,40.74231,-73.97839,Entire home/apt,120,30,0.05,365
1222,Brooklyn,40.73158,-73.98303,Private room,120,4,1.62,267
1260,Brooklyn,40.80343,-73.93514,Entire home/apt,120,3,0.31,365
1356,Brooklyn,40.73336,-73.99836,Private room,120,21,1.04,34
1411,Brooklyn,40.73132,-73.99979,Entire home/apt,120,30,0.27,231
1466,Brooklyn,40.734,-73.95474,Entire home/apt,120,2,0.35,280
1470,Brooklyn,40.68485,-73.93684,Entire home/apt,120,2,2.12,161
1545,Brooklyn,40.71081,-73.96121,Private room,120,6,0.21,9
1594,Brooklyn,40.67319,-73.95987,Entire home/apt,120,28,0.02,280
1649,Brooklyn,40.79535,-73.93274,Entire home/apt,120,5,1.11,242
1659,Brooklyn,40.72046,-73.98773,Private room,120,1,4.79,240
1723,Brooklyn,40.66065,-73.98817,Entire home/apt,120,3,0.18,201
1799,Brooklyn,40.68647,-73.95909,Entire home/apt,120,3,2.39,18
1807,Brooklyn,40.72434,-73.97715,Entire home/apt,120,29,0.17,3
1857,Brooklyn,40.7084,-73.92642,Private room,120,5,0.26,66
1907,Brooklyn,40.65335,-73.96257,Entire home/apt,120,3,0.28,327
1948,Brooklyn,40.8266,-73.94443,Private room,120,15,0,365
1960,Brooklyn,40.72383,-73.9829,Private room,120,3,1.25,173
1969,Brooklyn,40.68695,-73.92364,Entire home/apt,120,1,3.22,274
1989,Brooklyn,40.79813,-73.93132,Entire home/apt,120,7,0.91,184
1990,Brooklyn,40.8392,-73.94216,Entire home/apt,120,1,1.07,314
2042,Brooklyn,40.69077,-73.95745,Entire home/apt,120,4,0.53,10
2122,Brooklyn,40.76142,-73.96086,Private room,120,7,0.27,245
2130,Brooklyn,40.72149,-73.96174,Private room,120,3,2.01,37
2135,Brooklyn,40.76752,-73.9273,Private room,120,3,0.17,365
2149,Brooklyn,40.6848,-73.92505,Entire home/apt,120,4,1.02,284
2211,Brooklyn,40.7189,-73.99177,Entire home/apt,120,4,2.6,72
2230,Brooklyn,40.67394,-73.924,Entire home/apt,120,2,1.37,311
2272,Brooklyn,40.68931,-73.95548,Entire home/apt,120,7,0.91,50
2357,Brooklyn,40.68413,-73.92693,Entire home/apt,120,3,3.04,237
2417,Brooklyn,40.85258,-73.78762,Entire home/apt,120,3,1.26,16
2454,Brooklyn,40.72679,-73.98598,Entire home/apt,120,1,1.07,49
2476,Brooklyn,40.76273,-73.95866,Private room,120,1,0.19,206
2511,Brooklyn,40.69767,-73.97137,Entire home/apt,120,2,0.06,42
2571,Brooklyn,40.76304,-73.92777,Entire home/apt,120,3,1.74,69
2648,Brooklyn,40.70147,-73.92005,Entire home/apt,120,5,0.27,2
2671,Brooklyn,40.74622,-73.92296,Entire home/apt,120,2,0.19,81
2718,Brooklyn,40.67935,-73.9633,Entire home/apt,120,30,0.22,108
2724,Brooklyn,40.6738,-73.93985,Entire home/apt,120,2,2.97,292
2810,Brooklyn,40.69728,-73.93066,Entire home/apt,120,2,0.24,61
2827,Brooklyn,40.79249,-73.94592,Entire home/apt,120,7,0,6
2933,Brooklyn,40.73571,-74.00375,Entire home/apt,120,1,0.91,99
2983,Brooklyn,40.6847,-73.91624,Entire home/apt,120,5,2.2,254
3000,Brooklyn,40.73034,-73.99992,Private room,120,2,4.07,283
3011,Brooklyn,40.75971,-73.98979,Private room,120,1,5.81,174
3083,Brooklyn,40.7759,-73.94227,Entire home/apt,120,7,1.61,203
3116,Brooklyn,40.67476,-73.95312,Private room,120,2,2.2,162
3128,Brooklyn,40.67499,-73.92427,Entire home/apt,120,5,2.86,56
3134,Brooklyn,40.77802,-73.98256,Entire home/apt,120,3,3.47,197
3136,Brooklyn,40.69802,-73.97614,Private room,120,3,0.02,365
3144,Brooklyn,40.66565,-73.98782,Entire home/apt,120,3,0.13,9
3237,Brooklyn,40.71959,-73.95153,Entire home/apt,120,30,1.3,3
3350,Brooklyn,40.68652,-73.95031,Entire home/apt,120,2,1,156
3366,Brooklyn,40.74173,-73.97906,Entire home/apt,120,3,1.95,261
3379,Brooklyn,40.76481,-73.93163,Entire home/apt,120,6,0.42,346
3487,Brooklyn,40.67262,-73.96542,Entire home/apt,120,2,0.51,13
3490,Brooklyn,40.80919,-73.94815,Entire home/apt,120,3,1.37,245
3491,Brooklyn,40.68358,-73.94838,Private room,120,2,1.6,328
3546,Brooklyn,40.76287,-73.88367,Entire home/apt,120,3,1.73,300
3549,Brooklyn,40.70859,-73.94639,Entire home/apt,120,5,0.32,188
3552,Brooklyn,40.82019,-73.95448,Entire home/apt,120,25,0.11,225
3590,Brooklyn,40.7364,-73.98436,Entire home/apt,120,10,0.86,64
3664,Brooklyn,40.71908,-73.95675,Entire home/apt,120,2,2.32,66
3704,Brooklyn,40.71995,-73.99975,Private room,120,3,1.21,304
3717,Brooklyn,40.70794,-73.92168,Private room,120,2,0.2,365
3737,Brooklyn,40.74947,-73.91472,Entire home/apt,120,10,0.52,142
3755,Brooklyn,40.63268,-73.96059,Private room,120,2,1.96,312
3798,Brooklyn,40.68454,-73.93178,Entire home/apt,120,30,2.29,336
3902,Brooklyn,40.6631,-73.98603,Entire home/apt,120,3,2.07,266
3926,Brooklyn,40.79872,-73.9411,Entire home/apt,120,3,0.96,279
3945,Brooklyn,40.66025,-73.9627,Entire home/apt,120,3,0.05,16
3964,Brooklyn,40.70789,-73.94811,Entire home/apt,120,2,1.82,11
4006,Brooklyn,40.69815,-73.93616,Entire home/apt,120,3,0.08,157
4035,Brooklyn,40.71452,-73.9871,Private room,120,3,1.27,295
4126,Brooklyn,40.65057,-73.97858,Entire home/apt,120,7,0.41,196
4164,Brooklyn,40.72119,-73.98021,Private room,120,3,0.46,89
4166,Brooklyn,40.72018,-73.96055,Entire home/apt,120,2,0.16,8
4171,Brooklyn,40.79973,-73.95541,Entire home/apt,120,3,2.39,4
4315,Brooklyn,40.73222,-73.9969,Private room,120,4,0.35,339
